Strain,Well,Media,Plate,Compound,Max Resp,Max Resp Rate,AUC,ctrl_median,ctrl_std,Threshold,Activity,Description,KEGG ID,CAS ID,Description
BW25113,A11,IF0a-NaSuccinate-Fe Citrate,PM05,Adenosine,276.6193233631483,24.43196369331821,9879.98295931512,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00212,CAS 58-61-7,Nutritional supplement
BW25113,A12,IF0a-NaSuccinate-Fe Citrate,PM05,2`-Deoxyadenosine,271.11631794842555,20.101671676404067,9665.799701437885,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00559,CAS 16373-93-6,Nutritional supplement
BW25113,B01,IF0a-NaSuccinate-Fe Citrate,PM05,L-Glutamine,260.96393760958165,16.41962213461443,8866.049965928596,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00064,CAS 56-85-9,Nutritional supplement
BW25113,B02,IF0a-NaSuccinate-Fe Citrate,PM05,Glycine,261.7941144007441,14.703011082266968,8276.082515496235,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00037,CAS 56-40-6,Nutritional supplement
BW25113,B03,IF0a-NaSuccinate-Fe Citrate,PM05,L-Histidine,250.68639634337939,11.633442985374565,7446.157936871919,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00135,CAS 5934-29-2,Nutritional supplement
BW25113,B04,IF0a-NaSuccinate-Fe Citrate,PM05,L-Isoleucine,256.8715607027027,10.716853932691677,7508.066470980615,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00407,CAS 73-32-5,Nutritional supplement
BW25113,B05,IF0a-NaSuccinate-Fe Citrate,PM05,L-Leucine,262.1100095146635,11.185376009614856,7533.061585387769,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00123,CAS 61-90-5,Nutritional supplement
BW25113,B06,IF0a-NaSuccinate-Fe Citrate,PM05,L-Lysine,262.00255738973794,11.89986062910068,7861.000969123175,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00047,CAS 657-27-2,Nutritional supplement
BW25113,B07,IF0a-NaSuccinate-Fe Citrate,PM05,L-Methionine,252.09495168949235,12.83311318862605,7795.141668590442,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00073,CAS 63-68-3,Nutritional supplement
BW25113,B08,IF0a-NaSuccinate-Fe Citrate,PM05,L-Phenylalanine,255.6453961055257,11.092927500083704,7588.241545717978,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00079,CAS 63-91-2,Nutritional supplement
BW25113,B09,IF0a-NaSuccinate-Fe Citrate,PM05,"Guanosine 3`,5`-Cyclic Monophosphate",238.13087446556676,10.201690317307026,7008.954850754537,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00942,CAS 40732-48-7,Nutritional supplement
BW25113,B10,IF0a-NaSuccinate-Fe Citrate,PM05,Guanine,145.41241321918224,6.564779096240173,4486.225538770321,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00242,CAS 10333-92-3,Nutritional supplement
BW25113,B11,IF0a-NaSuccinate-Fe Citrate,PM05,Guanosine,247.12481014988083,21.421132115392908,8475.181379836811,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00387,CAS 118-00-3,Nutritional supplement
BW25113,B12,IF0a-NaSuccinate-Fe Citrate,PM05,2`-Deoxyguanosine,273.74638167418345,20.827494956302672,9442.528858174686,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00330,CAS 961-07-9,Nutritional supplement
BW25113,C01,IF0a-NaSuccinate-Fe Citrate,PM05,L-Proline,263.4584913217704,15.294413173076094,8821.30348021505,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00148,CAS 147-85-3,Nutritional supplement
BW25113,C02,IF0a-NaSuccinate-Fe Citrate,PM05,L-Serine,252.47070354444185,11.954311259345914,7647.436563137198,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00065,CAS 56-45-1,Nutritional supplement
BW25113,C03,IF0a-NaSuccinate-Fe Citrate,PM05,L-Threonine,242.3336063495547,15.475655310874558,7660.44578782282,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00188,CAS 72-19-5,Nutritional supplement
BW25113,C04,IF0a-NaSuccinate-Fe Citrate,PM05,L-Tryptophan,253.84302388379217,11.017618868284664,7539.313820179357,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00078,CAS 73-22-3,Nutritional supplement
BW25113,C05,IF0a-NaSuccinate-Fe Citrate,PM05,L-Tyrosine,249.47224811320766,11.129208221153164,7425.762474849666,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00082,CAS 60-18-4,Nutritional supplement
BW25113,C06,IF0a-NaSuccinate-Fe Citrate,PM05,L-Valine,158.286761607957,5.655262490384295,3793.2994962224593,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00183,CAS 72-18-4,Nutritional supplement
BW25113,C07,IF0a-NaSuccinate-Fe Citrate,PM05,L-Isoleucine + L-Valine,248.1568870306964,10.433698644230063,7229.322693350654,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00407,CAS 73-32-5,Nutritional supplement
BW25113,C08,IF0a-NaSuccinate-Fe Citrate,PM05,Hydroxy-L-Proline,252.74154646619144,10.314214990383988,7326.024403554606,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C01015,CAS 51-35-4,Nutritional supplement
BW25113,C09,IF0a-NaSuccinate-Fe Citrate,PM05,(5) 4-Amino-Imidazole-4(5)-Carboxamide,252.2360736681507,12.913193379342736,7714.168016953588,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C04051,CAS 72-40-2,Nutritional supplement
BW25113,C10,IF0a-NaSuccinate-Fe Citrate,PM05,Hypoxanthine,241.9936857172215,15.919725171956827,7562.484874798231,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00262,CAS 68-94-0,Nutritional supplement
BW25113,C11,IF0a-NaSuccinate-Fe Citrate,PM05,Inosine,242.04501611579272,20.512275058877762,8446.275474948228,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00294,CAS 58-63-9,Nutritional supplement
BW25113,C12,IF0a-NaSuccinate-Fe Citrate,PM05,2`-Deoxyinosine,270.7497237694461,17.54893559104032,9230.499625490194,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C05512,CAS 890-38-0,Nutritional supplement
BW25113,D01,IF0a-NaSuccinate-Fe Citrate,PM05,L-Ornithine,262.3120535636769,14.952982221152922,8699.433360985193,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00077,CAS 3184-13-2,Nutritional supplement
BW25113,D02,IF0a-NaSuccinate-Fe Citrate,PM05,L-Citrulline,253.446059068215,9.542940326922519,7321.919650597674,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00327,CAS 372-75-8,Nutritional supplement
BW25113,D03,IF0a-NaSuccinate-Fe Citrate,PM05,Chorismic acid,243.11740569640574,11.211832744452657,7215.8391894551605,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00251,CAS 617-12-9,Nutritional supplement
BW25113,D04,IF0a-NaSuccinate-Fe Citrate,PM05,(-)Shikimic acid,255.18041218902096,11.207537028845422,7578.001821510077,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00493,CAS 138-59-0,Nutritional supplement
BW25113,D05,IF0a-NaSuccinate-Fe Citrate,PM05,L-Homoserine Lactone,254.30456838118357,14.873136332003384,7904.974160187504,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,,CAS 2185-02-6,Nutritional supplement
BW25113,D06,IF0a-NaSuccinate-Fe Citrate,PM05,D-Alanine,252.15544339030583,13.22962070594565,7678.889853836445,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00133,CAS 338-69-2,Nutritional supplement
BW25113,D07,IF0a-NaSuccinate-Fe Citrate,PM05,D-Aspartic acid,248.21764671066455,10.37833393269176,7025.428646808288,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00402,CAS 1783-96-6,Nutritional supplement
BW25113,D08,IF0a-NaSuccinate-Fe Citrate,PM05,D-Glutamic acid,254.97741895420378,10.781324884715652,7427.050483930067,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00217,CAS 6893-26-1,Nutritional supplement
BW25113,D09,IF0a-NaSuccinate-Fe Citrate,PM05,"DL-Diamino-a,e-Pimelic acid",249.37999190079114,10.914676457300793,7457.893207821979,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00680,CAS 2577-62-0,Nutritional supplement
BW25113,D10,IF0a-NaSuccinate-Fe Citrate,PM05,Cytosine,253.0596455355094,12.435951984380793,7903.18244380361,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00380,CAS 71-30-7,Nutritional supplement
BW25113,D11,IF0a-NaSuccinate-Fe Citrate,PM05,Cytidine,260.033454360802,20.54685315578888,8894.58274357591,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00475,CAS 6018-48-0,Nutritional supplement
BW25113,D12,IF0a-NaSuccinate-Fe Citrate,PM05,2`-Deoxycytidine,278.06455508534884,21.26271134752659,9756.599881794482,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00881,CAS 951-77-9,Nutritional supplement
BW25113,E01,IF0a-NaSuccinate-Fe Citrate,PM05,Putrescine,264.17871582495286,15.720911365383756,8791.298656397252,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00134,CAS 333-93-7,Nutritional supplement
BW25113,E02,IF0a-NaSuccinate-Fe Citrate,PM05,Spermidine,255.2362474228635,10.597506249999611,7592.203255979335,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00315,CAS 334-50-9,Nutritional supplement
BW25113,E03,IF0a-NaSuccinate-Fe Citrate,PM05,Spermine,260.1426972994457,14.143620413460951,7959.767779700482,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00750,CAS 306-67-2,Nutritional supplement
BW25113,E04,IF0a-NaSuccinate-Fe Citrate,PM05,Pyridoxine,250.0812863015156,10.8945530673071,7186.990921762865,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00314,CAS 58-56-0,Nutritional supplement
BW25113,E05,IF0a-NaSuccinate-Fe Citrate,PM05,Pyridoxal,251.28582250617586,10.638269192307064,7298.2407921903905,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00250,CAS 65-22-5,Nutritional supplement
BW25113,E06,IF0a-NaSuccinate-Fe Citrate,PM05,Pyridoxamine,255.24570376158533,10.840526923076325,7307.390110748961,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00534,CAS 524-36-7,Nutritional supplement
BW25113,E07,IF0a-NaSuccinate-Fe Citrate,PM05,b-Alanine,255.33978906843564,10.97399691346088,7520.974212352656,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00099,CAS 107-95-9,Nutritional supplement
BW25113,E08,IF0a-NaSuccinate-Fe Citrate,PM05,D-Pantothenic acid,255.68581419686092,10.762146067306986,7494.6815551791515,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00864,CAS 137-08-6,Nutritional supplement
BW25113,E09,IF0a-NaSuccinate-Fe Citrate,PM05,Orotic acid,254.56756552463074,11.56621126326069,7546.40631761025,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00295,CAS 154-85-8,Nutritional supplement
BW25113,E10,IF0a-NaSuccinate-Fe Citrate,PM05,Uracil,252.60436238291723,12.475380913460754,7821.847987883968,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00106,CAS 66-22-8,Nutritional supplement
BW25113,E11,IF0a-NaSuccinate-Fe Citrate,PM05,Uridine,254.66620321827935,22.93449938319816,9087.66697620946,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00299,CAS 58-96-8,Nutritional supplement
BW25113,E12,IF0a-NaSuccinate-Fe Citrate,PM05,2`-Deoxyuridine,280.9068923010774,20.62628025442514,9993.174911111055,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00526,CAS 951-78-0,Nutritional supplement
BW25113,F01,IF0a-NaSuccinate-Fe Citrate,PM05,Quinolinic acid,260.14323688167036,15.876434538460614,8695.869467229064,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C03722,CAS 89-00-9,Nutritional supplement
BW25113,F02,IF0a-NaSuccinate-Fe Citrate,PM05,Nicotinic acid,254.64958439390008,13.945931905088884,8086.71174937439,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00253,CAS 59-67-6,Nutritional supplement
BW25113,F03,IF0a-NaSuccinate-Fe Citrate,PM05,Nicotinamide,251.29288853389642,13.660413658425185,7947.3208360455765,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00153,CAS 98-92-0,Nutritional supplement
BW25113,F04,IF0a-NaSuccinate-Fe Citrate,PM05,b-Nicotinamide Adenine Dinucleotide,252.68970577299908,16.149607466842497,8047.450087185103,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00003,CAS 53-84-9,Nutritional supplement
BW25113,F05,IF0a-NaSuccinate-Fe Citrate,PM05,d-Amino-levulinic acid,253.42177575690317,10.618585673076339,7243.734776250973,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,,CAS 5451-09-2,Nutritional supplement
BW25113,F06,IF0a-NaSuccinate-Fe Citrate,PM05,Hematin,248.6072291073725,10.469229836537778,7176.828959441958,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,,CAS 15489-90-4,Nutritional supplement
BW25113,F07,IF0a-NaSuccinate-Fe Citrate,PM05,Deferoxamine,256.5720961484445,10.104793278845534,7303.987020324206,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C06940,CAS 138-14-7,Nutritional supplement
BW25113,F08,IF0a-NaSuccinate-Fe Citrate,PM05,a-D-Glucose,251.249868909133,16.844881455112557,8296.088381776193,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00031,CAS 50-99-7,Nutritional supplement
BW25113,F09,IF0a-NaSuccinate-Fe Citrate,PM05,N-Acetyl-D-Glucosamine,254.01844135839104,15.231996193376787,8054.144152661802,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00140,CAS 7512-17-6,Nutritional supplement
BW25113,F10,IF0a-NaSuccinate-Fe Citrate,PM05,Thymine,240.86186523573957,10.496947153904387,7250.5113481865665,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00178,CAS 65-71-4,Nutritional supplement
BW25113,F11,IF0a-NaSuccinate-Fe Citrate,PM05,Glutathione,250.25498714642964,14.698702808847315,7972.216667794042,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00051,CAS 70-18-8,Nutritional supplement
BW25113,F12,IF0a-NaSuccinate-Fe Citrate,PM05,Thymidine,276.9526680688872,19.020395576862427,9718.63320498131,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00214,CAS 50-89-5,Nutritional supplement
BW25113,G01,IF0a-NaSuccinate-Fe Citrate,PM05,Oxaloacetic acid,265.0505218705184,16.014599514479954,9131.173096886463,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00036,CAS 328-42-7,Nutritional supplement
BW25113,G02,IF0a-NaSuccinate-Fe Citrate,PM05,D-Biotin,257.4845718703711,12.193709307691478,7832.43674962142,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00120,CAS 58-85-5,Nutritional supplement
BW25113,G03,IF0a-NaSuccinate-Fe Citrate,PM05,Cyanocobalamin,257.75307897037464,12.167248805865611,7839.258612466196,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C02823,CAS 68-19-9,Nutritional supplement
BW25113,G04,IF0a-NaSuccinate-Fe Citrate,PM05,p-Amino-Benzoic acid,253.101733217047,11.170175394230142,7601.682828978086,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00568,CAS 555-06-6,Nutritional supplement
BW25113,G05,IF0a-NaSuccinate-Fe Citrate,PM05,Folic acid,254.84763509805785,11.482098277433884,7510.850447807189,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00504,CAS 59-30-3,Nutritional supplement
BW25113,G06,IF0a-NaSuccinate-Fe Citrate,PM05,Inosine + Thiamine,250.5116784052682,20.930181323733464,8612.50993060644,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00294,CAS 58-63-9,Nutritional supplement
BW25113,G07,IF0a-NaSuccinate-Fe Citrate,PM05,Thiamine,252.76956185880323,11.854751317307148,7532.382001403212,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00378,CAS 67-03-8,Nutritional supplement
BW25113,G08,IF0a-NaSuccinate-Fe Citrate,PM05,Thiamine Pyrophosphate,247.96529596112669,10.75854169621553,7395.852357537255,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00068,CAS 154-87-0,Nutritional supplement
BW25113,G09,IF0a-NaSuccinate-Fe Citrate,PM05,Riboflavin,230.57005335358724,10.92198500961473,7095.7219587223735,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00255,CAS 83-88-5,Nutritional supplement
BW25113,G10,IF0a-NaSuccinate-Fe Citrate,PM05,Pyrrolo-Quinoline Quinone,247.07099911376713,11.010847260625468,7469.2257349843985,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00113,CAS 72909-34-3,Nutritional supplement
BW25113,G11,IF0a-NaSuccinate-Fe Citrate,PM05,Menadione,241.71572601916736,11.139791644230158,7647.4468040760985,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C05377,CAS 130-37-0,Nutritional supplement
BW25113,G12,IF0a-NaSuccinate-Fe Citrate,PM05,m-Inositol,268.67537437721273,14.531930971152917,8929.439077707892,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00137,CAS 87-89-8,Nutritional supplement
BW25113,H01,IF0a-NaSuccinate-Fe Citrate,PM05,Butyric acid,257.9419448221004,17.67091578846066,8919.723582117536,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00246,CAS 156-54-7,Nutritional supplement
BW25113,H02,IF0a-NaSuccinate-Fe Citrate,PM05,a-Hydroxybutyric acid,278.27733953604263,16.5476318269221,9021.078306978354,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C05984,CAS 19054-57-0,Nutritional supplement
BW25113,H03,IF0a-NaSuccinate-Fe Citrate,PM05,a-Ketobutyric acid,251.95303311565723,15.79659507692213,8232.6219511191,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00109,CAS 2013-26-5,Nutritional supplement
BW25113,H04,IF0a-NaSuccinate-Fe Citrate,PM05,Caprylic acid,274.8783095115776,15.336893384614513,8774.689636184661,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C06423,CAS 1984-06-1,Nutritional supplement
BW25113,H05,IF0a-NaSuccinate-Fe Citrate,PM05,DL-Thioctic acid,272.8247670901201,15.688103134614465,8841.917640026231,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00725,CAS 1077-28-7,Nutritional supplement
BW25113,H06,IF0a-NaSuccinate-Fe Citrate,PM05,DL-Mevalonic acid Lactone,275.1171220042344,16.507166028845205,8829.720650959425,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C02104,CAS 674-26-0,Nutritional supplement
BW25113,H07,IF0a-NaSuccinate-Fe Citrate,PM05,DL-Carnitine,274.8011970252596,15.30039299999899,8737.707847701346,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00487,CAS 461-05-2,Nutritional supplement
BW25113,H08,IF0a-NaSuccinate-Fe Citrate,PM05,Choline,271.05933843629424,15.12860060576834,8632.901202062287,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C00114,CAS 77-91-8,Nutritional supplement
BW25113,H09,IF0a-NaSuccinate-Fe Citrate,PM05,Tween 20,253.9685011589765,14.477565605768234,8356.38054854234,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C11624,CAS 9005-64-5,Nutritional supplement
BW25113,H10,IF0a-NaSuccinate-Fe Citrate,PM05,Tween 40,254.65859187278508,14.317904884614535,8459.271945453995,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,D05566,CAS 9005-66-7,Nutritional supplement
BW25113,H11,IF0a-NaSuccinate-Fe Citrate,PM05,Tween 60,261.34875795653943,15.66621376922987,8832.367142644118,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,D05567,CAS 9005-67-8,Nutritional supplement
BW25113,H12,IF0a-NaSuccinate-Fe Citrate,PM05,Tween 80,243.88763161353847,16.16514836538343,8845.138862866668,8786.084082678342,550.4986600692929,10439.063789827496,False,Nutritional supplement,C11625,CAS 9005-65-6,Nutritional supplement
hisJ,A01,IF0a-NaSuccinate-Fe Citrate,PM05,Negative Control,265.0838128653693,19.802689744217332,9547.267711574,9547.267711574,500.657561063779,11200.247418723155,False,"Nutritional supplement, Negative control",,CAS Negative Control,"Nutritional supplement, Negative control"
hisJ,A02,IF0a-NaSuccinate-Fe Citrate,PM05,Positive Control,230.64259028844816,16.04029276994296,8024.430647354191,9547.267711574,500.657561063779,11200.247418723155,False,"Nutritional supplement, Positive control",,CAS Luria Broth,"Nutritional supplement, Positive control"
hisJ,A03,IF0a-NaSuccinate-Fe Citrate,PM05,L-Alanine,261.18424525448546,20.295467261354617,8899.02437144463,9547.267711574,500.657561063779,11200.247418723155,False,Nutritional supplement,C00041,CAS 56-41-7,Nutritional supplement
hisJ,A04,IF0a-NaSuccinate-Fe Citrate,PM05,L-Arginine,257.7640086436815,18.23441495112091,8688.95116285772,9547.267711574,500.657561063779,11200.247418723155,False,Nutritional supplement,C00062,CAS 1119-34-2,Nutritional supplement
hisJ,A05,IF0a-NaSuccinate-Fe Citrate,PM05,L-Asparagine,258.57843152712405,17.166466714812238,8685.845184859074,9547.267711574,500.657561063779,11200.247418723155,False,Nutritional supplement,C00152,CAS 70-47-3,Nutritional supplement
hisJ,A06,IF0a-NaSuccinate-Fe Citrate,PM05,L-Aspartic acid,262.2147456721151,17.123223348438742,8823.61069192888,9547.267711574,500.657561063779,11200.247418723155,False,Nutritional supplement,C00049,CAS 3792-50-5,Nutritional supplement
hisJ,A07,IF0a-NaSuccinate-Fe Citrate,PM05,L-Cysteine,261.88937352486806,15.86289699038369,8539.453251585725,9547.267711574,500.657561063779,11200.247418723155,False,Nutritional supplement,C00097,CAS 7048-04-6,Nutritional supplement
hisJ,A08,IF0a-NaSuccinate-Fe Citrate,PM05,L-Glutamic acid,262.31582907833877,17.723261503139817,8799.579355089802,9547.267711574,500.657561063779,11200.247418723155,False,Nutritional supplement,C00025,CAS 6106-04-3,Nutritional supplement
hisJ,A09,IF0a-NaSuccinate-Fe Citrate,PM05,"Adenosine 3`,5`-Cyclic Monophosphate",254.60915955725505,16.984998647252596,8444.708070087134,9547.267711574,500.657561063779,11200.247418723155,False,Nutritional supplement,C00575,CAS 37839-81-9,Nutritional supplement
hisJ,A10,IF0a-NaSuccinate-Fe Citrate,PM05,Adenine,256.9915081784683,14.954460478846613,8347.929190265178,9547.267711574,500.657561063779,11200.247418723155,False,Nutritional supplement,C00147,CAS 6055-72-7,Nutritional supplement
hisJ,A11,IF0a-NaSuccinate-Fe Citrate,PM05,Adenosine,264.1033672854271,21.866589011970092,9116.653804489237,9547.267711574,500.657561063779,11200.247418723155,False,Nutritional supplement,C00212,CAS 58-61-7,Nutritional supplement
hisJ,A12,IF0a-NaSuccinate-Fe Citrate,PM05,2`-Deoxyadenosine,265.6410215549125,16.093204018356715,9254.60785061349,9547.267711574,500.657561063779,11200.247418723155,False,Nutritional supplement,C00559,CAS 16373-93-6,Nutritional supplement
hisJ,B01,IF0a-NaSuccinate-Fe Citrate,PM05,L-Glutamine,262.3767141973083,17.892160064953288,9196.546658090003,9547.267711574,500.657561063779,11200.247418723155,False,Nutritional supplement,C00064,CAS 56-85-9,Nutritional supplement
hisJ,B02,IF0a-NaSuccinate-Fe Citrate,PM05,Glycine,239.61494731729374,17.333262479598034,7721.697104431977,9547.267711574,500.657561063779,11200.247418723155,False,Nutritional supplement,C00037,CAS 56-40-6,Nutritional supplement
hisJ,B03,IF0a-NaSuccinate-Fe Citrate,PM05,L-Histidine,254.42427673611195,14.949969072269411,7921.744324546239,9547.267711574,500.657561063779,11200.247418723155,False,Nutritional supplement,C00135,CAS 5934-29-2,Nutritional supplement
